phaseAngle,conductor,iPrimA,iSecAbs_A,iSecReal_A,iSecImag_A,bAvgMagnitude_T,hAvgMagnitude_A_m,eddyLosses_W,coreLosses_VA,storedEnergy_J,mu_r_real,mu_r_imag,current_A
75,Strom_L2,707.106781186548,6731938817270.72,-6731938817270.69,-654280.762570228,894461628476584,-1.96403522106558e-07,22498.65775008,-14113.3515979089-20.5509385568151i,23.3073912493828,0,0,1000
75,Strom_L3,-965.925826289068,9185279594086.39,9185279594086.34,-917390.903423694,1.66714233571281e+15,-2.35824981433283e-07,22498.6577500799,-143005.68432571+3008.10491423561i,1112.24242635326,0,0,1000
90,Strom_L1,0,209745.348132868,-209744.55643469,576.289330851493,0.0818138699465391,2.11802340552162e-18,22498.6577500799,10.5673763100509+8.20532028326675e-05i,1112.24242635326,0,0,1000
90,Strom_L2,866.025403784439,8244907153172.2,-8244907153172.09,-1345879.57679852,1.34169231649802e+15,-7.00071930597078e-07,22498.65775008,-21162.8834290817-30.8384288012467i,23.3073912493828,0,0,1000
90,Strom_L3,-866.025403784439,8235296428105.2,8235296428105.13,-1068118.55637423,1.34012835862582e+15,7.15689043321529e-07,22498.6577500799,-114927.990000423+2418.03982975159i,1112.24242635326,0,0,1000
0,Strom_L1,2000,19030215340088.3,-19030215340088.2,1701344.24715532,7.1517152637747e+15,-1.72263581735062e-07,22498.6577500799,1038495.52637581-22930.4752802493i,1112.24242635326,0,0,2000
0,Strom_L2,-1000,9520397215522.58,9520397215522.54,829700.687887041,1.78892251999465e+15,-2.11974966524943e-07,22498.65775008,-27575.0139581214-41.1016387968974i,23.3073912493828,0,0,2000
0,Strom_L3,-1000,9509302635405.55,9509302635405.49,-1045074.90666633,1.78683816105007e+15,2.45673930530253e-07,22498.6577500799,-153492.488564777+3223.8885163022i,1112.24242635326,0,0,2000
15,Strom_L1,1931.85165257814,18381775738671.2,-18381775738671.1,1836663.7354972,6.67264056642504e+15,-7.13398191302483e-07,22498.6577500799,968828.32478347-21397.1496560103i,1112.24242635326,0,0,2000
15,Strom_L2,-517.638090205042,4928121079244.16,4928121079244.14,503917.329403653,479340509242264,-1.04688450085018e-07,22498.65775008,-7023.63477117802-11.0024857316412i,23.3073912493828,0,0,2000
15,Strom_L3,-1414.2135623731,13448184256184.2,13448184256184.2,804761.461062035,3.57367617241937e+15,-3.16476239937797e-07,22498.6577500799,-306840.385300666+6448.64162697254i,1112.24242635326,0,0,2000
30,Strom_L1,1732.05080756888,16480647988795.6,-16480647988795.6,-763482.186715791,5.36378505119064e+15,-1.02093410879387e-06,22498.6577500799,778735.817780196-17198.67232197i,1112.24242635326,0,0,2000
30,Strom_L2,0,107585.824874571,-107565.222022452,2105.40380982551,4.08094839424427,-4.27053102241671e-17,22498.65775008,374.138750839698+0.000189109680491401i,23.3073912493828,0,0,2000
30,Strom_L3,-1732.05080756888,16470593213945.7,16470593213945.7,72720.9098567103,5.36051339337619e+15,1.07588870761852e-07,22498.6577500799,-460136.771190216+9671.37857517511i,1112.24242635326,0,0,2000
45,Strom_L1,1414.2135623731,13456396167761.7,-13456396167761.7,-1112346.82676915,3.57585845872515e+15,1.53815001726159e-06,22498.6577500799,519092.126099962-11466.3641638688i,1112.24242635326,0,0,2000
45,Strom_L2,517.638090205042,4928120039234.94,-4928120039234.61,-1814107.87560935,479340306945192,-1.27322228390189e-07,22498.65775008,-7363.82068265721-11.0191975140497i,23.3073912493828,0,0,2000
45,Strom_L3,-1931.85165257814,18370561405141.5,18370561405141.3,-2952652.97927928,6.6685707941993e+15,1.73484299162828e-06,22498.6577500799,-572272.222303019+12034.4403894822i,1112.24242635326,0,0,2000
60,Strom_L1,1000,9515108404299.55,-9515108404299.55,-73456.0867364976,1.78792895490733e+15,-5.29053130457311e-08,22498.6577500799,259503.932180665-5733.14461528232i,1112.24242635326,0,0,2000
60,Strom_L2,1000,9520398839478.05,-9520398839478.04,-489947.735480902,1.78892313032309e+15,-1.54981061150452e-07,22498.65775008,-28164.0597462022-41.1313529579454i,23.3073912493828,0,0,2000
60,Strom_L3,-2000,19018603061399.7,19018603061399.7,-1197486.41654071,7.14735153153678e+15,-1.71153573463073e-07,22498.6577500799,-613234.309561766+12896.808840001i,1112.24242635326,0,0,2000
75,Strom_L1,517.638090205042,4925382918622.28,-4925382918622.28,250404.851438538,479074150380145,-1.88063669305874e-08,22498.6577500799,69519.2566195462-1536.27218229647i,1112.24242635326,0,0,2000
75,Strom_L2,1414.2135623731,13463877634541.4,-13463877634541.4,-1308561.52514046,3.57784651390634e+15,-7.85614088426234e-07,22498.65775008,-56453.4063916357-82.2037542272604i,23.3073912493828,0,0,2000
75,Strom_L3,-1931.85165257814,18370559188172.8,18370559188172.7,-1834781.80684739,6.66856934285126e+15,-9.43299925733131e-07,22498.6577500799,-572022.737302839+12032.4196569424i,1112.24242635326,0,0,2000
90,Strom_L1,0,419490.696265735,-419489.112869381,1152.57866170299,0.327255479786156,8.4720936220865e-18,22498.6577500799,42.2695052402036+0.00032821281133067i,1112.24242635326,0,0,2000
90,Strom_L2,1732.05080756888,16489814306344.4,-16489814306344.2,-2691759.15359704,5.3667692659921e+15,-2.80028772238831e-06,22498.65775008,-84651.5337163266-123.353715204987i,23.3073912493828,0,0,2000
90,Strom_L3,-1732.05080756888,16470592856210.4,16470592856210.3,-2136237.11274845,5.36051343450327e+15,2.86275617328612e-06,22498.6577500799,-459711.960001691+9672.15931900636i,1112.24242635326,0,0,2000
0,Strom_L1,3000,28545319734314.5,-28545319734314.3,3414543.20548867,1.60913556502537e+16,-3.18363816472681e-06,22498.6577500799,2336616.29949028-51598.1971351491i,1112.24242635326,0,0,3000
0,Strom_L2,-1500,14280597982455.3,14280597982455,2646277.14063285,4.02507688713986e+15,1.30472087131177e-06,22498.65775008,-62042.9711877098-92.4352298357207i,23.3073912493828,0,0,3000
0,Strom_L3,-1500,14263952053438.9,14263952053438.8,-821077.275192968,4.02038479149466e+15,-1.73691297961997e-07,22498.6577500799,-345364.977771069+7252.81281781725i,1112.24242635326,0,0,3000
15,Strom_L1,2897.7774788672,27572668921427.5,-27572668921427.5,-544577.141273309,1.50134470608197e+16,-1.91575077546812e-06,22498.6577500799,2179919.20102314-48140.3076606606i,1112.24242635326,0,0,3000
15,Strom_L2,-776.457135307562,7392179811815.34,7392179811815.34,-43911.6427380701,1.07851561849955e+15,-3.68141487229082e-08,22498.65775008,-15803.2651007333-24.7856806734364i,23.3073912493828,0,0,3000
15,Strom_L3,-2121.32034355964,20172276072875,20172276072875,-593150.664730721,8.04077113969204e+15,-1.81441619119042e-07,22498.6577500799,-690394.445602107+14509.2413887379i,1112.24242635326,0,0,3000
30,Strom_L1,2598.07621135332,24720972580837.7,-24720972580837.7,1567659.71682466,1.20685169487065e+16,3.85620456581691e-07,22498.6577500799,1752150.81413906-38699.4419190783i,1112.24242635326,0,0,3000
30,Strom_L2,0,161379.451890763,-161348.547275195,3158.12994460821,9.18214119141365,-5.18380569806859e-17,22498.65775008,841.809695516767-0.000668748045150707i,23.3073912493828,0,0,3000
30,Strom_L3,-2598.07621135332,24705892123453.9,24705892123453.8,-1569805.84702201,1.20611573832433e+16,2.42265443235567e-08,22498.6577500799,-1035293.6961799+21763.8828657399i,1112.24242635326,0,0,3000
45,Strom_L1,2121.32034355964,20184592034024.9,-20184592034024.9,269081.181864567,8.04567976422454e+15,3.74058487751267e-07,22498.6577500799,1167951.11041429-25798.435334747i,1112.24242635326,0,0,3000
45,Strom_L2,776.457135307562,7392180446357.31,-7392180446357.31,-1984.33069082974,1.07851580370039e+15,3.54564367767146e-08,22498.65775008,-16568.4672971416-24.7982368002902i,23.3073912493828,0,0,3000
45,Strom_L3,-2897.7774788672,27555843455468.3,27555843455468,-4167369.78948063,1.50042857546671e+16,-4.06585679270785e-06,22498.6577500799,-1287632.63272631+27066.3375846964i,1112.24242635326,0,0,3000
60,Strom_L1,1500,14272661127871.1,-14272661127871.1,653532.031463548,4.02283931504843e+15,2.02682491080567e-07,22498.6577500799,583888.302704291-12899.1961707606i,1112.24242635326,0,0,3000
60,Strom_L2,1500,14280597702191.2,-14280597702191.2,-930523.152794571,4.02507672922462e+15,8.05823415813854e-07,22498.65775008,-63369.4432899954-92.4794292578281i,23.3073912493828,0,0,3000
60,Strom_L3,-3000,28527905037968.2,28527905037968.2,372919.555814751,1.6081541448641e+16,-1.69778762980054e-06,22498.6577500799,-1379752.7978968+29017.9500313862i,1112.24242635326,0,0,3000
75,Strom_L1,776.457135307562,7388074351701.67,-7388074351701.64,707395.856263281,1.07791683070094e+15,-2.12994438627428e-07,22498.6577500799,156420.89339224-3456.09896838314i,1112.24242635326,0,0,3000
75,Strom_L2,2121.32034355964,20195816555405.1,-20195816555405.1,-369617.751713059,8.05015473887468e+15,5.12791519472619e-07,22498.65775008,-127021.343578583-185.022558816745i,23.3073912493828,0,0,3000
75,Strom_L3,-2897.7774788672,27555839380682.9,27555839380682.6,-3588764.19941481,1.50042816731041e+16,-4.02347595693054e-06,22498.6577500799,-1287059.28987577+27072.7800920435i,1112.24242635326,0,0,3000
90,Strom_L1,0,628213.380656462,-628208.7189248,-2420.14517805158,0.736485518263681,1.03587328332011e-17,22498.6577500799,95.1060861131581+0.000474890509654676i,1112.24242635326,0,0,3000
90,Strom_L2,2598.07621135332,24734719121174.3,-24734719121174,-3666753.41706908,1.20752285653745e+16,-5.34287773140348e-06,22498.65775008,-190466.549706166-277.521533699396i,23.3073912493828,0,0,3000
90,Strom_L3,-2598.07621135332,24705889735133.5,24705889735133.5,-1874587.55486154,1.20611556678012e+16,-1.01036887535406e-06,22498.6577500799,-1034346.43705066+21760.3934316696i,1112.24242635326,0,0,3000
0,Strom_L1,4000,38060430680176.5,-38060430680176.4,3402688.49431063,2.86068610550988e+16,-6.89054326940247e-07,22498.6577500799,4153982.10550324-91721.9011209972i,1112.24242635326,0,0,4000
0,Strom_L2,-2000,19040794431045.2,19040794431045.1,1659401.37577408,7.15569007997861e+15,-8.47899866099771e-07,22498.65775008,-110300.055832485-164.40655518759i,23.3073912493828,0,0,4000
0,Strom_L3,-2000,19018605270811.1,19018605270811,-2090149.81333267,7.14735264420029e+15,9.82695722121011e-07,22498.6577500799,-613969.95425911+12895.5540652088i,1112.24242635326,0,0,4000
15,Strom_L1,3863.70330515627,36763551477342.4,-36763551477342.2,3673327.4709944,2.66905622657002e+16,-2.85359276520993e-06,22498.6577500799,3875313.29913388-85588.5986240412i,1112.24242635326,0,0,4000
15,Strom_L2,-1035.27618041008,9856242158488.32,9856242158488.27,1007834.65880731,1.91736203696905e+15,-4.1875380034007e-07,22498.65775008,-28094.5390847121-44.0099429265649i,23.3073912493828,0,0,4000
15,Strom_L3,-2828.42712474619,26896368512368.4,26896368512368.4,1609522.92212407,1.42947046896775e+16,-1.26590495975119e-06,22498.6577500799,-1227361.54120267+25794.5665078901i,1112.24242635326,0,0,4000
30,Strom_L1,3464.10161513775,32961295977591.2,-32961295977591.1,-1526964.37343158,2.14551402047626e+16,-4.08373643517548e-06,22498.6577500799,3114943.27112078-68794.68928788i,1112.24242635326,0,0,4000
30,Strom_L2,0,215171.649749142,-215130.444044905,4210.80761965102,16.3237935769771,-1.70821240896668e-16,22498.65775008,1496.55500335879+0.000756438721965604i,23.3073912493828,0,0,4000
30,Strom_L3,-3464.10161513775,32941186427891.4,32941186427891.4,145441.819713421,2.14420535735047e+16,4.30355483047408e-07,22498.6577500799,-1840547.08476086+38685.5143007004i,1112.24242635326,0,0,4000
45,Strom_L1,2828.42712474619,26912792335523.5,-26912792335523.4,-2224693.65353831,1.43034338349006e+16,6.15260006904637e-06,22498.6577500799,2076368.50439985-45865.4566554753i,1112.24242635326,0,0,4000
45,Strom_L2,1035.27618041008,9856240078469.88,-9856240078469.21,-3628215.75121869,1.91736122778077e+15,-5.09288913560757e-07,22498.65775008,-29455.2827306288-44.0767900561986i,23.3073912493828,0,0,4000
45,Strom_L3,-3863.70330515627,36741122810283.1,36741122810282.6,-5905305.95855856,2.66742831767972e+16,6.93937196651311e-06,22498.6577500799,-2289088.88921208+48137.7615579288i,1112.24242635326,0,0,4000
60,Strom_L1,2000,19030216808599.1,-19030216808599.1,-146912.173472995,7.15171581962933e+15,-2.11621252182924e-07,22498.6577500799,1038015.72872266-22932.5784611293i,1112.24242635326,0,0,4000
60,Strom_L2,2000,19040797678956.1,-19040797678956.1,-979895.470961804,7.15569252129237e+15,-6.19924244601809e-07,22498.65775008,-112656.238984809-164.525411831782i,23.3073912493828,0,0,4000
60,Strom_L3,-4000,38037206122799.5,38037206122799.4,-2394972.83308143,2.85894061261471e+16,-6.84614293852291e-07,22498.6577500799,-2452937.23824706+51587.2353600039i,1112.24242635326,0,0,4000
75,Strom_L1,1035.27618041008,9850765837244.56,-9850765837244.55,500809.702877077,1.91629660152058e+15,-7.52254677223495e-08,22498.6577500799,278077.026478185-6145.08872918587i,1112.24242635326,0,0,4000
75,Strom_L2,2828.42712474619,26927755269082.9,-26927755269082.7,-2617123.05028091,1.43113860556253e+16,-3.14245635370493e-06,22498.65775008,-225813.625566543-328.815016909042i,23.3073912493828,0,0,4000
75,Strom_L3,-3863.70330515627,36741118376345.5,36741118376345.4,-3669563.61369478,2.6674277371405e+16,-3.77319970293252e-06,22498.6577500799,-2288090.94921135+48129.6786277697i,1112.24242635326,0,0,4000
90,Strom_L1,0,838981.392531471,-838978.225738761,2305.15732340597,1.30902191914463,3.3888374488346e-17,22498.6577500799,169.078020960814+0.00131285124532268i,1112.24242635326,0,0,4000
90,Strom_L2,3464.10161513775,32979628612688.8,-32979628612688.4,-5383518.30719407,2.14670770639684e+16,-1.12011508895533e-05,22498.65775008,-338606.134865307-493.414860819947i,23.3073912493828,0,0,4000
90,Strom_L3,-3464.10161513775,32941185712420.8,32941185712420.5,-4272474.22549691,2.14420537380131e+16,1.14510246931445e-05,22498.6577500799,-1838847.84000676+38688.6372760254i,1112.24242635326,0,0,4000
0,Strom_L1,5000,47575537013383.1,-47575537013383.1,729868.261890531,4.46982178866191e+16,2.76328129576159e-07,22498.6577500799,6490539.65355125-143330.523066307i,1112.24242635326,0,0,5000
0,Strom_L2,-2500,23800995651474.8,23800995651474.8,740157.928302497,1.11807682046227e+16,-3.13146827085302e-06,22498.65775008,-172343.865980802-256.717792023959i,23.3073912493828,0,0,5000
0,Strom_L3,-2500,23773258352617.9,23773258352617.8,-1961540.45372989,1.11677401639753e+16,-4.77809497787345e-07,22498.6577500799,-959310.063387826+20148.7980732964i,1112.24242635326,0,0,5000
15,Strom_L1,4829.62913144534,45954445689405.8,-45954445689405.7,1468838.36787228,4.17040150523036e+16,2.7539807291788e-07,22498.6577500799,6055245.31354001-133729.696555439i,1112.24242635326,0,0,5000
15,Strom_L2,-1294.0952255126,12320302658901,12320302658900.9,1073490.50092154,2.99587816369577e+15,1.11492926622262e-06,22498.65775008,-43897.8309061976-68.80698531663i,23.3073912493828,0,0,5000
15,Strom_L3,-3535.53390593274,33620461469379.6,33620461469379.3,-4648868.62667251,2.2335477178993e+16,6.68539003245915e-06,22498.6577500799,-1917816.72806376+40298.6254143222i,1112.24242635326,0,0,5000
30,Strom_L1,4330.12701892219,41201620103814.1,-41201620103813.9,3624020.94034575,3.35236567844599e+16,3.00587216171327e-06,22498.6577500799,4867076.71104262-107488.655505327i,1112.24242635326,0,0,5000
30,Strom_L2,0,268965.755301982,-268914.246615172,5263.60072191404,25.5059410137216,-1.10403615541733e-16,22498.65775008,2338.36011486376+0.00445642722967603i,23.3073912493828,0,0,5000
30,Strom_L3,-4330.12701892219,41176483919653.8,41176483919653.5,-4640492.0798496,3.35032101484174e+16,-1.55637361165311e-06,22498.6577500799,-2875812.63458434+60443.7122391999i,1112.24242635326,0,0,5000
45,Strom_L1,3535.53390593274,33640986322075.4,-33640986322075.2,3535487.52342273,2.23491099229773e+16,-2.08158238675647e-06,22498.6577500799,3244379.52385132-71660.6456408134i,1112.24242635326,0,0,5000
45,Strom_L2,1294.0952255126,12320305447939.7,-12320305447939.7,91120.2393397359,2.99587952021084e+15,-1.61343028741966e-07,22498.65775008,-46023.9337703526-68.8057943125953i,23.3073912493828,0,0,5000
45,Strom_L3,-4829.62913144534,45926397261948.3,45926397261947.8,-7386156.75806118,4.1678556118258e+16,7.54375015312137e-06,22498.6577500799,-3576793.30600366+75204.5869805234i,1112.24242635326,0,0,5000
60,Strom_L1,2500,23787771580510.5,-23787771580510.3,3082063.03513317,1.11745565034741e+16,-7.03318057514576e-07,22498.6577500799,1621914.56333593-35829.9670706577i,1112.24242635326,0,0,5000
60,Strom_L2,2500,23800996695567.4,-23800996695567.3,-1984671.89442514,1.11807691857727e+16,-4.45279463699943e-06,22498.65775008,-176025.609445869-256.847571557847i,23.3073912493828,0,0,5000
60,Strom_L3,-5000,47546510137202,47546510137201.6,-6359611.12859698,4.46709517390864e+16,-7.44739686662535e-06,22498.6577500799,-3832763.26876147+80599.1757027919i,1112.24242635326,0,0,5000
75,Strom_L1,1294.0952255126,12313456764608.7,-12313456764608.7,743311.155187574,2.99421318117315e+15,2.15206441791885e-07,22498.6577500799,434493.592277322-9601.00176364415i,1112.24242635326,0,0,5000
75,Strom_L2,3535.53390593274,33659693621229.7,-33659693621229.5,-2845036.4583796,2.23615400939123e+16,4.68456052573368e-06,22498.65775008,-352835.565870795-513.915455001436i,23.3073912493828,0,0,5000
75,Strom_L3,-4829.62913144534,45926397677101,45926397677100.9,-2861997.22052164,4.16785578604198e+16,-2.49478418064399e-06,22498.6577500799,-3575220.86312445+75200.162373071i,1112.24242635326,0,0,5000
90,Strom_L1,0,1050156.25508042,-1050149.60518503,-3737.22012378988,2.04530431882016,1.61561847444929e-17,22498.6577500799,264.177298628261+0.00520808704131993i,1112.24242635326,0,0,5000
90,Strom_L2,4330.12701892219,41224537687521.8,-41224537687521.7,-3061748.90999051,3.35423110395664e+16,5.60266461112714e-06,22498.65775008,-529076.214619353-771.463263171845i,23.3073912493828,0,0,5000
90,Strom_L3,-4330.12701892219,41176484937598.9,41176484937598.9,-1177844.94944093,3.35032135173177e+16,-2.28517751787714e-07,22498.6577500799,-2873155.03228298+60448.0500353189i,1112.24242635326,0,0,5000
