conductor,eddyLosses_W,coreLosses_VA,current_A,GroupCount_rmsResults,iSecAbs_A_RMS,GroupCount_tempTable,bAvgMagnitude_T_RMS,GroupCount_rmsResults_1,hAvgMagnitude_A_m_RMS,GroupCount_tempTable_1,storedEnergy_J_RMS
L3,21616.3657500801,5355026.17833063+29165.2613765332i,4700,1,2.44248849688985e+15,1,9.68022367742328e+15,1,0.0117084794952764,1,5426.48482202869
L3,21616.3657500801,5582960.47473523+30400.0788890911i,4800,2,2.49445461603776e+15,2,1.00965149646514e+16,2,0.00844989983510648,2,5426.48482202869
L3,21616.3657500801,5585409.38054664+30476.1797079993i,4800,1,2.49446951647578e+15,1,1.00966369522424e+16,1,0.00710648929637928,1,5426.48482202869
L3,21616.3657500801,5818082.98795714+31652.795501257i,4900,2,2.54643154427129e+15,2,1.05216606531322e+16,2,0.00167554373575656,2,5426.48482202869
L3,21616.3657500801,5820523.00274948+31637.5774212025i,4900,1,2.54643692566022e+15,1,1.05217065473265e+16,1,0.000479642788908227,1,5426.48482202869
L3,21616.3657500801,6058035.11599329+32969.9122041431i,5000,2,2.59841685253147e+15,2,1.0955644420121e+16,2,0.00223225403231506,2,5426.48482202869
L3,21616.3657500801,6060468.04607895+32914.318380008i,5000,1,2.59839432743714e+15,1,1.09554559587455e+16,1,0.00142591473288336,1,5426.48482202869
L3,21616.3657500801,9814904.28000936+53204.2302077741i,4500,1,3.30720493333461e+15,1,1.77477174640659e+16,1,0.0175632506730495,1,5426.48482202869
L3,21616.3657500801,9817372.88112275+53219.9627285516i,4500,1,3.30724200074602e+15,1,1.77481166878351e+16,1,0.0222415531089367,1,5426.48482202869
L3,21616.3657500801,10256146.0592616+55572.5916470126i,4600,1,3.38075817374608e+15,1,1.85459252712498e+16,1,0.000391675683781672,1,5426.48482202869
L3,21616.3657500801,10258525.001326+55885.6533673433i,4600,1,3.38074095714911e+15,1,1.85457378287888e+16,1,0.0278470459179497,1,5426.48482202869
L3,21616.3657500801,10706694.9717627+58250.3197251824i,4700,1,3.45419321136911e+15,1,1.93603651745914e+16,1,0.00059651449277499,1,5426.48482202869
L3,21616.3657500801,10709176.6931172+58381.1316714807i,4700,1,3.45419340350596e+15,1,1.93603688403886e+16,1,0.0146521410073572,1,5426.48482202869
L3,21616.3657500801,11166804.641369+60451.6740040445i,4800,1,3.5276496317626e+15,1,2.01925506316038e+16,1,0.065412489354766,1,5426.48482202869
L3,21616.3657500801,11169979.5711023+60632.9883267147i,4800,1,3.52771625725582e+15,1,2.01933149550322e+16,1,0.030432625654293,1,5426.48482202869
L3,21616.3657500801,11637087.8071413+63121.142631759i,4900,1,3.60119794529428e+15,1,2.1043320969673e+16,1,0.0325126666090987,1,5426.48482202869
L3,21616.3657500801,11640147.0301495+63285.9686150938i,4900,1,3.60119487443145e+15,1,2.10432867242971e+16,1,0.0166738315137711,1,5426.48482202869
L3,21616.3657500801,12117139.2719327+66013.6862180246i,5000,1,3.67468711281505e+15,1,2.19109407596048e+16,1,0.0253754603293887,1,5426.48482202869
L3,21616.3657500801,12120073.2791492+66168.7146958091i,5000,1,3.67469609978113e+15,1,2.19110496433976e+16,1,0.00179060056212311,1,5426.48482202869
L3,21616.3657500801,14722770.2499273+80388.7162435976i,4500,1,4.0504816989933e+15,1,2.66215689883296e+16,1,0.0588857420337145,1,5426.48482202869
L3,21616.3657500801,14725111.3250473+80353.7220294946i,4500,1,4.05049037950048e+15,1,2.66216842930722e+16,1,0.0278619210727602,1,5426.48482202869
L3,21616.3657500801,15384948.9823231+83287.7121670042i,4600,1,4.14052560228046e+15,1,2.78183423809816e+16,1,0.0239377345805152,1,5426.48482202869
L3,21616.3657500801,15387034.4490486+83483.0408502872i,4600,1,4.14051866279102e+15,1,2.78182503886558e+16,1,0.0674785565275811,1,5426.48482202869
L3,21616.3657500801,16061054.1871795+87715.6184904819i,4700,1,4.23054414823051e+15,1,2.90410799422465e+16,1,0.0455673169514451,1,5426.48482202869
L3,21616.3657500801,16063075.6692477+87035.9380698564i,4700,1,4.23052945458248e+15,1,2.90408795192629e+16,1,0.0119744388290849,1,5426.48482202869
L3,21616.3657500801,16751609.7096613+91167.9928871447i,4800,1,4.32053827795449e+15,1,3.02897726442578e+16,1,0.0265148893362004,1,5426.48482202869
L3,21616.3657500801,16753805.4007535+90735.4427806876i,4800,1,4.32054409128645e+15,1,3.02898555204637e+16,1,0.102783209819691,1,5426.48482202869
L3,21616.3657500801,17456494.7371212+94478.922637484i,4900,1,4.4105171340059e+15,1,3.15645299546962e+16,1,0.0314424782784235,1,5426.48482202869
L3,21616.3657500801,17459399.9531325+94936.911764452i,4900,1,4.41055516664804e+15,1,3.15650757528319e+16,1,0.00522842045326948,1,5426.48482202869
L3,21616.3657500801,18176647.5518707+98806.2800067937i,5000,1,4.50057246282817e+15,1,3.2866678487269e+16,1,0.00501807276723615,1,5426.48482202869
L3,21616.3657500801,18179156.9480614+98650.2474583272i,5000,1,4.50055327290234e+15,1,3.28663996902453e+16,1,0.0299576468247339,1,5426.48482202869
L3,21616.3657500801,18316392.2511187+99863.763684696i,4500,1,4.51772015944949e+15,1,3.3117607631905e+16,1,0.0145255087409491,1,5426.48482202869
L3,21616.3657500801,18317661.0188906+99151.5427335188i,4500,1,4.51775098293722e+15,1,3.31180602357998e+16,1,0.0425195467759439,1,5426.48482202869
L3,21616.3657500801,19139851.9034352+103059.820612282i,4600,1,4.61817973768614e+15,1,3.46068417843977e+16,1,0.0557652753414829,1,5426.48482202869
L3,21616.3657500801,19139946.7182937+104864.137909607i,4600,1,4.61806281122818e+15,1,3.46050901281254e+16,1,0.0730570118311075,1,5426.48482202869
L3,21616.3657500801,19632363.1363616+107003.357497641i,4500,1,4.67714293320038e+15,1,3.54961779797313e+16,1,0.0238934678497451,1,5426.48482202869
L3,21616.3657500801,19981039.645941+108631.740405185i,4700,1,4.71855689374081e+15,1,3.61275654335948e+16,1,0.000574257263723671,1,5426.48482202869
L3,21616.3657500801,19982123.2580727+109226.437493881i,4700,1,4.71850884808997e+15,1,3.61268304717076e+16,1,0.186762816347088,1,5426.48482202869
L3,21616.3657500801,20515185.9292354+111370.538888946i,4600,1,4.78113431343673e+15,1,3.70921662369091e+16,1,0.0362334374452156,1,5426.48482202869
L3,21616.3657500801,20840194.39631+112584.020968024i,4800,1,4.81896395459148e+15,1,3.76814546730891e+16,1,0.288871230598012,1,5426.48482202869
L3,21616.3657500801,20840916.8173914+114171.519890733i,4800,1,4.81887232006071e+15,1,3.76800224194327e+16,1,0.104982127784938,1,5426.48482202869
L3,21616.3657500801,21415826.3089596+115853.715186995i,4700,1,4.88497636565615e+15,1,3.87208821333897e+16,1,0.290680544626427,1,5426.48482202869
L3,21616.3657500801,21717478.8615551+118110.750885796i,4900,1,4.9193429196438e+15,1,3.92676127756255e+16,1,0.00737875499511095,1,5426.48482202869
L3,21616.3657500801,21718340.8348708+118680.650805097i,4900,1,4.91927790103856e+15,1,3.92665756099165e+16,1,0.00810731586196608,1,5426.48482202869
L3,21616.3657500801,22337280.0900536+121136.836451678i,4800,1,4.98895345583643e+15,1,4.0386778590795e+16,1,0.052240425776873,1,5426.48482202869
L3,21616.3657500801,22612831.5961457+122316.634067412i,5000,1,5.01970666016245e+15,1,4.08862219604923e+16,1,0.0848199630422525,1,5426.48482202869
L3,21616.3657500801,22614278.3971948+122738.218079864i,5000,1,5.01972981121791e+15,1,4.08865999542156e+16,1,0.122693338094065,1,5426.48482202869
L3,21616.3657500801,23276947.5100966+127498.904460526i,4900,1,5.0928258940471e+15,1,4.20860307218963e+16,1,0.0593249942569987,1,5426.48482202869
L3,21616.3657500801,24236671.8302695+131648.938307886i,5000,1,5.19675121178861e+15,1,4.38211893974043e+16,1,0.0163866720078074,1,5426.48482202869
