phaseAngle,conductor,iPrimA,iSecAbs_A,iSecReal_A,iSecImag_A,bAvgMagnitude_T,hAvgMagnitude_A_m,eddyLosses_W,coreLosses_VA,storedEnergy_J,mu_r_real,mu_r_imag,current_A
45,L3,-4346.66621830081,4.51772015944949e+15,4.51772015934342e+15,30957428678.8732,3.3117607631905e+16,0.0145255087409491,21616.3657500801,18316392.2511187+99863.763684696i,5426.48482202869,0,0,4500
60,L1,2250,2.3380331232917e+15,-2.33803312328525e+15,5489044304.98138,8.87195084896912e+15,-0.00754674695592984,21616.3657500801,4189185.85394912-87317.8631541782i,5426.48482202869,0,0,4500
60,L2,2250,2.33685274093886e+15,-2.33685274086286e+15,18846561244.7678,8.86757625123324e+15,-0.018796718762562,21616.3657500802,-118673.438768986+388.63379720622i,22.393384508686,0,0,4500
60,L3,-4500,4.67714293320038e+15,4.67714293313086e+15,25501210896.0251,3.54961779797313e+16,0.0238934678497451,21616.3657500801,19632363.1363616+107003.357497641i,5426.48482202869,0,0,4500
75,L1,1164.68570296134,1.21026472578924e+15,-1.21026472572863e+15,12111744397.6539,2.37727008429342e+15,0.00356305456389621,21616.3657500801,1122644.87391526-23416.3697798915i,5426.48482202869,0,0,4500
75,L2,3181.98051533946,3.30474643790923e+15,-3.30474643781722e+15,24660929654.1142,1.77344827563756e+16,0.0320206179813279,21616.3657500802,-237342.341557764+775.864265510168i,22.393384508686,0,0,4500
75,L3,-4346.66621830081,4.51775098293722e+15,4.51775098254692e+15,-59384973298.4251,3.31180602357998e+16,-0.0425195467759439,21616.3657500801,18317661.0188906+99151.5427335188i,5426.48482202869,0,0,4500
90,L1,0,91337812.4702355,-91337792.3705598,60594.7226276755,0.230795130600701,2.22132002279699e-16,21616.3657500801,-2.78871122285286-0.000516538933872048i,5426.48482202869,0,0,4500
90,L2,3897.11431702997,4.04748936752112e+15,-4.04748936667488e+15,82766204860.3288,2.66019622731404e+16,0.0907768975220663,21616.3657500802,-355982.32315419+1173.95922351744i,22.393384508686,0,0,4500
90,L3,-3897.11431702997,4.05049037950048e+15,4.05049037933552e+15,36554946392.9706,2.66216842930722e+16,-0.0278619210727602,21616.3657500801,14725111.3250473+80353.7220294946i,5426.48482202869,0,0,4500
105,L1,-1164.68570296134,1.21025320747201e+15,1.2102532074576e+15,-5904778928.23067,2.37722552755869e+15,0.00348949737960663,21616.3657500801,1122123.22832298-23400.4634716954i,5426.48482202869,0,0,4500
105,L2,4346.66621830081,4.51439688244189e+15,-4.5143968818482e+15,73214137565.9072,3.30934248499807e+16,-0.0680728976619307,21616.3657500802,-442783.617297051+1455.904385141i,22.393384508686,0,0,4500
105,L3,-3181.98051533946,3.30724200074602e+15,3.30724200061953e+15,-28925482242.6469,1.77481166878351e+16,-0.0222415531089367,21616.3657500801,9817372.88112275+53219.9627285516i,5426.48482202869,0,0,4500
120,L1,-2250,2.33803169506779e+15,2.33803169499628e+15,-18286436925.4856,8.8719412100217e+15,0.00489739488960423,21616.3657500801,4188333.28280893-87363.4695595667i,5426.48482202869,0,0,4500
120,L2,4500,4.67365199861033e+15,-4.67365199818175e+15,63293492608.6864,3.54694932047456e+16,-0.0880335019826218,21616.3657500802,-474498.027742066+1560.11837063013i,22.393384508686,0,0,4500
120,L3,-2250,2.33855790722299e+15,2.3385579072055e+15,-9043934805.84942,8.87394218938066e+15,0.00504889390940829,21616.3657500801,4908995.44807701+26673.3891579904i,5426.48482202869,0,0,4500
135,L1,-3181.98051533946,3.30646155138906e+15,3.30646155138121e+15,-7205752739.51214,1.77437254177667e+16,-0.00258333440466815,21616.3657500801,8376929.08268757-174586.38509694i,5426.48482202869,0,0,4500
135,L2,4346.66621830081,4.51441264880376e+15,-4.51441264827402e+15,69158808635.5595,3.30936560053262e+16,0.226694075404229,21616.3657500802,-442619.355283255+1456.41806293242i,22.393384508686,0,0,4500
135,L3,-1164.68570296134,1.21053017729146e+15,1.21053017728935e+15,2257660957.52286,2.37777969014828e+15,-0.0010411641495088,21616.3657500801,1315648.46567282+7151.84717769375i,5426.48482202869,0,0,4500
150,L1,-3897.11431702997,4.04956810979431e+15,4.04956810963735e+15,-35653827571.7027,2.66155388182896e+16,0.0471850330940176,21616.3657500801,12565641.4841124-262085.83109172i,5426.48482202869,0,0,4500
150,L2,3897.11431702997,4.04748903604969e+15,-4.04748903592351e+15,31959610709.7354,2.66019579158414e+16,-0.047747480345691,21616.3657500802,-355708.934376299+1164.24658974316i,22.393384508686,0,0,4500
150,L3,0,91308899.5958446,-91308873.8269958,-68599.1966709318,0.230695377078551,5.20905844883944e-16,21616.3657500801,-69.7552411380551+0.00201524606705823i,5426.48482202869,0,0,4500
165,L1,-4346.66621830081,4.51673629889003e+15,4.5167362987581e+15,-34522692914.7329,3.311062003932e+16,0.0180586176053834,21616.3657500801,15632701.2656552-326031.738113463i,5426.48482202869,0,0,4500
