phaseAngle,conductor,iPrimA,iSecAbs_A,iSecReal_A,iSecImag_A,bAvgMagnitude_T,hAvgMagnitude_A_m,eddyLosses_W,coreLosses_VA,storedEnergy_J,mu_r_real,mu_r_imag,current_A
60,L1,500,519560568269490,-519560568259707,3188373390.0243,438117069660382,0.000331700285918388,21616.3657500801,206873.115810025-4313.11034844936i,5426.48482202869,0,0,1000
60,L2,500,519293298697778,-519293298697660,-350566642.703703,437892671025093,6.72641137402615e-05,21616.3657500802,-5860.19761494231+19.1365558449504i,22.393384508686,0,0,1000
60,L3,-1000,1.03935865267999e+15,1.03935865267974e+15,721781763.445201,1.75287594375461e+15,3.86552020358847e-05,21616.3657500801,969485.40329261+5273.05905854823i,5426.48482202869,0,0,1000
75,L1,258.819045102521,268946031653214,-268946031648491,1593970679.53246,117394582374436,9.31720585882539e-06,21616.3657500801,55438.6322232767-1155.89763477651i,5426.48482202869,0,0,1000
75,L2,707.106781186548,734399001552868,-734399001427458,13572105292.3132,875802933611098,-0.00122610856804156,21616.3657500802,-11720.7312826745+38.6410590593981i,22.393384508686,0,0,1000
75,L3,-965.925826289068,1.00394586150854e+15,1.00394586150789e+15,-1149317396.88793,1.63546366996567e+15,0.000113227502996656,21616.3657500801,904564.103697056+4915.97806032261i,5426.48482202869,0,0,1000
90,L1,0,20289437.6265844,-20289428.1369484,19623.4214038218,0.0113977872724292,1.14363137687961e-17,21616.3657500801,-0.137770110254054-3.67188913103215e-06i,5426.48482202869,0,0,1000
90,L2,866.025403784439,899449565725077,-899449565637908,12522290397.2164,1.31369901100015e+15,-0.00308440724329368,21616.3657500802,-17579.297901816+57.6365020726095i,22.393384508686,0,0,1000
90,L3,-866.025403784439,900112505552133,900112505508081,8905205630.97115,1.31466139448707e+15,0.000167526206783292,21616.3657500801,727162.055084146+3967.77920308647i,5426.48482202869,0,0,1000
0,L1,2000,2.07825430137004e+15,-2.07825430133777e+15,11580925727.6755,7.00995473136249e+15,-0.00674908251819682,21616.3657500801,3309692.3520486-68991.9045153771i,5426.48482202869,0,0,2000
0,L2,-1000,1.03859136484373e+15,1.03859136475141e+15,-13848051328.3256,1.75158676466085e+15,0.00987595448439538,21616.3657500802,-23386.2676190792+77.0058902652432i,22.393384508686,0,0,2000
0,L3,-1000,1.0393660087184e+15,1.03936600869997e+15,-6189532188.45491,1.75290063717572e+15,-0.00310935003578442,21616.3657500801,969278.792521612+5263.66159609885i,5426.48482202869,0,0,2000
15,L1,1931.85165257814,2.00743539650214e+15,-2.00743539649546e+15,-5180187773.65229,6.54034997522706e+15,0.00137985837527709,21616.3657500801,3088001.82797534-64335.2460055411i,5426.48482202869,0,0,2000
15,L2,-517.638090205042,537609488107153,537609488069231,-6385515656.21894,469327594612512,-0.00181038389369074,21616.3657500802,-6240.22375687954+20.5794955076231i,22.393384508686,0,0,2000
15,L3,-1414.2135623731,1.46985564897037e+15,1.46985564896711e+15,3095433461.50338,3.50565895389198e+15,-0.00164033983105971,21616.3657500801,1938705.20588643+10556.8318673136i,5426.48482202869,0,0,2000
30,L1,1732.05080756888,1.79980782991387e+15,-1.79980782974892e+15,24367332978.8666,5.25738886803753e+15,-0.0220428933031007,21616.3657500801,2482302.08062223-51800.8826029503i,5426.48482202869,0,0,2000
30,L2,0,31468.1539271966,6569.44428944297,-30774.7804754744,0.683353709255808,-9.57404921032101e-17,21616.3657500802,24.1157248212348-1.39032327795888e-05i,22.393384508686,0,0,2000
30,L3,-1732.05080756888,1.80022338889446e+15,1.80022338860565e+15,32246458528.7662,5.25863586355614e+15,-0.027948713596133,21616.3657500801,2908239.43891052+15930.4495134295i,5426.48482202869,0,0,2000
45,L1,1414.2135623731,1.4695451153387e+15,-1.46954511532646e+15,-5999283751.85382,3.50496485415927e+15,0.00099652622787317,21616.3657500801,1654888.99341731-34472.1938695397i,5426.48482202869,0,0,2000
45,L2,517.638090205042,537614616193004,-537614616164932,5493937219.97237,469336548199073,-0.000598773353078723,21616.3657500802,-6271.82856369051+20.5666691707413i,22.393384508686,0,0,2000
45,L3,-1931.85165257814,2.00789920241085e+15,2.00789920237535e+15,11939540771.0034,6.54190327984988e+15,0.00432213047149345,21616.3657500801,3618119.9257088+19716.9794569836i,5426.48482202869,0,0,2000
60,L1,1000,1.03912113653898e+15,-1.03912113651942e+15,6376746780.0486,1.75246827864153e+15,0.00132680114367355,21616.3657500801,827492.463240101-17252.4413937974i,5426.48482202869,0,0,2000
60,L2,1000,1.03858659739556e+15,-1.03858659739532e+15,-701133285.407406,1.75157068410037e+15,0.000269056454961046,21616.3657500802,-23440.7904597692+76.5462233798016i,22.393384508686,0,0,2000
60,L3,-2000,2.07871730535998e+15,2.07871730535947e+15,1443563526.8904,7.01150377501842e+15,0.000154620808143539,21616.3657500801,3877941.61317044+21092.2362341929i,5426.48482202869,0,0,2000
75,L1,517.638090205042,537892063306429,-537892063296982,3187941359.06493,469578329497742,3.72688234353016e-05,21616.3657500801,221754.528893107-4623.59053910605i,5426.48482202869,0,0,2000
75,L2,1414.2135623731,1.46879800310574e+15,-1.46879800285492e+15,27144210584.6264,3.50321173444439e+15,-0.00490443427216623,21616.3657500802,-46882.9251306979+154.564236237592i,22.393384508686,0,0,2000
75,L3,-1931.85165257814,2.00789172301709e+15,2.00789172301577e+15,-2298634793.77586,6.5418546798627e+15,0.000452910011986622,21616.3657500801,3618256.41478823+19663.9122412904i,5426.48482202869,0,0,2000
90,L1,0,40578875.2531688,-40578856.2738967,39246.8428076437,0.0455911490897168,4.57452550751845e-17,21616.3657500801,-0.551080441016217-1.46875565241286e-05i,5426.48482202869,0,0,2000
90,L2,1732.05080756888,1.79889913145015e+15,-1.79889913127582e+15,25044580794.4329,5.2547960440006e+15,-0.0123376289731747,21616.3657500802,-70317.1916072639+230.546008290438i,22.393384508686,0,0,2000
90,L3,-1732.05080756888,1.80022501110427e+15,1.80022501101616e+15,17810411261.9423,5.25864557794829e+15,0.000670104827133169,21616.3657500801,2908648.22033659+15871.1168123459i,5426.48482202869,0,0,2000
0,L1,3000,3.11734564358055e+15,-3.11734564353799e+15,16289969034.6635,1.57720358015625e+16,0.0125027800405722,21616.3657500801,7446525.98191432-155291.752573338i,5426.48482202869,0,0,3000
0,L2,-1500,1.55787790422854e+15,1.55787790414874e+15,-15769056643.4034,3.94102396134973e+15,-0.0084324874245052,21616.3657500802,-52619.9947252196+172.848928622101i,22.393384508686,0,0,3000
0,L3,-1500,1.55904400547245e+15,1.55904400547129e+15,-1907162095.00986,3.94400109755531e+15,0.000657997446005012,21616.3657500801,2180843.86602785+11862.1395101823i,5426.48482202869,0,0,3000
15,L1,2897.7774788672,3.01114823668562e+15,-3.01114823668214e+15,-4580719430.40355,1.47157399607039e+16,0.00987483986109145,21616.3657500801,6947941.25385125-144794.729590833i,5426.48482202869,0,0,3000
15,L2,-776.457135307562,806439098793397,806439098661460,-14587574176.7327,1.05605221381091e+15,0.00363988465327016,21616.3657500802,-14041.4129732326+46.4943969337808i,22.393384508686,0,0,3000
15,L3,-2121.32034355964,2.20482107910516e+15,2.20482107905372e+15,15062213520.6222,7.8880017210128e+15,0.000374895450414351,21616.3657500801,4362171.96005389+23777.9802866308i,5426.48482202869,0,0,3000
30,L1,2598.07621135332,2.69975196037299e+15,-2.69975196036898e+15,-4656053096.86473,1.18294773741911e+16,0.00186680094178849,21616.3657500801,5585311.72123973-116368.07630555i,5426.48482202869,0,0,3000
30,L2,0,53181.2369771051,-16729.2811481609,-50481.433405568,1.53756936966566,7.35349579655288e-16,21616.3657500802,54.2607348623701+0.000498555335048606i,22.393384508686,0,0,3000
30,L3,-2598.07621135332,2.70033695267208e+15,2.70033695267186e+15,-1086321498.80274,1.18319470745523e+16,0.000213037460251227,21616.3657500801,6543529.27692213+35601.3111707612i,5426.48482202869,0,0,3000
45,L1,2121.32034355964,2.20432745103875e+15,-2.20432745102876e+15,-6635925344.72129,7.88624088579549e+15,-0.00358191172696554,21616.3657500801,3723596.36501294-77570.1306009098i,5426.48482202869,0,0,3000
45,L2,776.457135307562,806422388089492,-806422388038739,9047433311.09183,1.05600844812903e+15,-0.00244346673253243,21616.3657500802,-14111.629394065+46.4007810742724i,22.393384508686,0,0,3000
45,L3,-2897.7774788672,3.01183051032618e+15,3.01183051030982e+15,-9925187999.69323,1.47191035770326e+16,0.018188694089708,21616.3657500801,8140704.66502639+44223.3619083077i,5426.48482202869,0,0,3000
60,L1,1500,1.5587028636665e+15,-1.55870286366597e+15,1292946220.62909,3.94316068031681e+15,-4.00400402259593e-05,21616.3657500801,1861904.75465181-38800.5100557482i,5426.48482202869,0,0,3000
60,L2,1500,1.55789184008953e+15,-1.55789184005629e+15,10176979699.7446,3.94109446989392e+15,-0.00194245346127354,21616.3657500802,-52742.7958209827+172.342991668324i,22.393384508686,0,0,3000
60,L3,-3000,3.11807766080051e+15,3.11807766046466e+15,45764534884.8965,1.57759007240391e+16,-0.0850093792954144,21616.3657500801,8725407.79948785+47732.1831444958i,5426.48482202869,0,0,3000
75,L1,776.457135307562,806840128459456,-806840128420635,-7914864771.97544,1.056556567104e+15,-0.00190509747088117,21616.3657500801,498948.889173363-10387.9113588165i,5426.48482202869,0,0,3000
75,L2,2121.32034355964,2.20317819678365e+15,-2.20317819675479e+15,11275713268.2796,7.88209182781386e+15,0.0160189665411451,21616.3657500802,-105486.862299369+344.739698231518i,22.393384508686,0,0,3000
75,L3,-2897.7774788672,3.01184599071285e+15,3.01184599043664e+15,-40789867195.9659,1.47192551936522e+16,0.0116808149012014,21616.3657500801,8141267.59183517+44010.842373159i,5426.48482202869,0,0,3000
90,L1,0,60871562.4707027,-60871546.0812402,44668.8270073578,0.10257700819332,2.91755829420931e-17,21616.3657500801,-1.23971802335599-0.00016205872734138i,5426.48482202869,0,0,3000
90,L2,2598.07621135332,2.69834168648606e+15,-2.69834168608629e+15,46448434863.9377,1.1823229661948e+16,-0.0990529726925362,21616.3657500802,-158214.56193605+520.880056946562i,22.393384508686,0,0,3000
90,L3,-2598.07621135332,2.70034115707618e+15,2.70034115706195e+15,-8767259461.60193,1.18319844525353e+16,0.000598289960806455,21616.3657500801,6544517.47490313+35553.5206135582i,5426.48482202869,0,0,3000
0,L1,4000,4.15650860274008e+15,-4.15650860267554e+15,23161851455.351,2.803981892545e+16,-0.0269963300727873,21616.3657500801,13238769.4081944-275967.618061508i,5426.48482202869,0,0,4000
0,L2,-2000,2.07718272968746e+15,2.07718272950282e+15,-27696102656.6513,7.00634705864341e+15,0.0395038179375815,21616.3657500802,-93545.0704763169+308.023561060973i,22.393384508686,0,0,4000
0,L3,-2000,2.0787320174368e+15,2.07873201739994e+15,-12379064376.9098,7.01160254870289e+15,-0.0124374001431377,21616.3657500801,3877115.17008645+21054.6463843954i,5426.48482202869,0,0,4000
15,L1,3863.70330515627,4.01487079300429e+15,-4.01487079299092e+15,-10360375547.3046,2.61613999009082e+16,0.00551943350110835,21616.3657500801,12352007.3119014-257340.984022165i,5426.48482202869,0,0,4000
15,L2,-1035.27618041008,1.07521897621431e+15,1.07521897613846e+15,-12771031312.4379,1.87731037845005e+15,-0.00724153557476296,21616.3657500802,-24960.8950275182+82.3179820304923i,22.393384508686,0,0,4000
15,L3,-2828.42712474619,2.93971129794074e+15,2.93971129793422e+15,6190866923.00676,1.40226358155679e+16,-0.00656135932423883,21616.3657500801,7754820.82354572+42227.3274692546i,5426.48482202869,0,0,4000
30,L1,3464.10161513775,3.59961565982775e+15,-3.59961565949784e+15,48734665957.7333,2.10295554721501e+16,-0.0881715732124029,21616.3657500801,9929208.32248894-207203.530411801i,5426.48482202869,0,0,4000
30,L2,0,62936.3078543931,13138.8885788859,-61549.5609509489,2.73341483702323,-3.82961968412841e-16,21616.3657500802,96.4628992849391-5.56129311183552e-05i,22.393384508686,0,0,4000
30,L3,-3464.10161513775,3.60044677778892e+15,3.6004467772113e+15,64492917057.5323,2.10345434542245e+16,-0.111794854384532,21616.3657500801,11632957.7556421+63721.7980537178i,5426.48482202869,0,0,4000
45,L1,2828.42712474619,2.93909023067741e+15,-2.93909023065292e+15,-11998567503.7076,1.40198594166371e+16,0.00398610491149268,21616.3657500801,6619555.97366924-137888.775478159i,5426.48482202869,0,0,4000
45,L2,1035.27618041008,1.07522923238601e+15,-1.07522923232986e+15,10987874439.9447,1.87734619279629e+15,-0.00239509341231489,21616.3657500802,-25087.314254762+82.2666766829654i,22.393384508686,0,0,4000
45,L3,-3863.70330515627,4.0157984048217e+15,4.01579840475071e+15,23879081542.0069,2.61676131193995e+16,0.0172885218859738,21616.3657500801,14472479.7028352+78867.9178279342i,5426.48482202869,0,0,4000
60,L1,2000,2.07824227307796e+15,-2.07824227303883e+15,12753493560.0972,7.00987311456612e+15,0.00530720457469421,21616.3657500801,3309969.8529604-69009.7655751898i,5426.48482202869,0,0,4000
60,L2,2000,2.07717319479111e+15,-2.07717319479064e+15,-1402266570.81481,7.00628273640149e+15,0.00107622581984418,21616.3657500802,-93763.1618390769+306.184893519207i,22.393384508686,0,0,4000
60,L3,-4000,4.15743461071995e+15,4.15743461071895e+15,2887127053.7808,2.80460151000737e+16,0.000618483232574154,21616.3657500801,15511766.4526818+84368.9449367716i,5426.48482202869,0,0,4000
75,L1,1035.27618041008,1.07578412661286e+15,-1.07578412659396e+15,6375882718.12985,1.87831331799097e+15,0.000149075293741206,21616.3657500801,887018.115572428-18494.3621564242i,5426.48482202869,0,0,4000
75,L2,2828.42712474619,2.93759600621147e+15,-2.93759600570983e+15,54288421169.2528,1.40128469377776e+16,-0.0196177370886649,21616.3657500802,-187531.700522792+618.25694495037i,22.393384508686,0,0,4000
75,L3,-3863.70330515627,4.01578344603418e+15,4.01578344603155e+15,-4597269587.55172,2.61674187194508e+16,0.00181164004794649,21616.3657500801,14473025.6591529+78655.6489651617i,5426.48482202869,0,0,4000
90,L1,0,81157750.5063377,-81157712.5477935,78493.6856152874,0.182364596358867,1.82981020300738e-16,21616.3657500801,-2.20432176406487-5.87502260965144e-05i,5426.48482202869,0,0,4000
90,L2,3464.10161513775,3.59779826290031e+15,-3.59779826255163e+15,50089161588.8658,2.10191841760024e+16,-0.0493505158926989,21616.3657500802,-281268.766429056+922.184033161752i,22.393384508686,0,0,4000
90,L3,-3464.10161513775,3.60045002220853e+15,3.60045002203232e+15,35620822523.8846,2.10345823117932e+16,0.00268041930853268,21616.3657500801,11634592.8813463+63484.4672493835i,5426.48482202869,0,0,4000
0,L1,5000,5.19562907732457e+15,-5.19562907732164e+15,-5516100178.79306,4.38121044786004e+16,-0.00199403699625771,21616.3657500801,20685453.1255696-431060.958111025i,5426.48482202869,0,0,5000
0,L2,-2500,2.59646837533339e+15,2.5964683746387e+15,-60062192162.8534,1.0947332644065e+16,-0.0422863112044123,21616.3657500802,-146163.156430946+484.091596969158i,22.393384508686,0,0,5000
0,L3,-2500,2.59841685253147e+15,2.59841685253111e+15,1377312271.44621,1.0955644420121e+16,0.00223225403231506,21616.3657500801,6058035.11599329+32969.9122041431i,5426.48482202869,0,0,5000
15,L1,4829.62913144534,5.01862391500398e+15,-5.01862391499001e+15,11841029011.2381,4.08777644111936e+16,-0.0326762502451346,21616.3657500801,19300196.811635-402240.185359595i,5426.48482202869,0,0,5000
15,L2,-1294.0952255126,1.34404365143501e+15,1.34404365092334e+15,-37086571010.8348,2.93338446548373e+15,0.00644099085008262,21616.3657500802,-39002.1371513821+130.046178166779i,22.393384508686,0,0,5000
15,L3,-3535.53390593274,3.67468711281505e+15,3.67468711277426e+15,17316034494.9102,2.19109407596048e+16,0.0253754603293887,21616.3657500801,12117139.2719327+66013.6862180246i,5426.48482202869,0,0,5000
30,L1,4330.12701892219,4.49953689317422e+15,-4.49953689303452e+15,35456312350.5644,3.28589333680221e+16,-0.0431703941436578,21616.3657500801,15514320.7146059-323554.442720065i,5426.48482202869,0,0,5000
30,L2,0,66153.2153152741,10408.9072959632,-65329.1860155402,4.27098386112396,-1.09003748619714e-16,21616.3657500802,150.723170859321-0.00250650675479976i,22.393384508686,0,0,5000
30,L3,-4330.12701892219,4.50057246282817e+15,4.50057246282552e+15,-4882938065.07423,3.2866678487269e+16,-0.00501807276723615,21616.3657500801,18176647.5518707+98806.2800067937i,5426.48482202869,0,0,5000
45,L1,3535.53390593274,3.67386326293248e+15,-3.67386326293248e+15,-199497693.813116,2.19060359980541e+16,0.000142913619426497,21616.3657500801,10343280.2844932-215543.891369771i,5426.48482202869,0,0,5000
45,L2,1294.0952255126,1.3440297134682e+15,-1.34402971336453e+15,16693499373.32,2.93332362644877e+15,0.00393132865751324,21616.3657500802,-39198.5654441354+128.752292289781i,22.393384508686,0,0,5000
45,L3,-4829.62913144534,5.01970666016245e+15,5.01970665961816e+15,-73921391125.4269,4.08862219604923e+16,0.0848199630422525,21616.3657500801,22612831.5961457+122316.634067412i,5426.48482202869,0,0,5000
60,L1,2500,2.59783582763466e+15,-2.59783582650708e+15,76541087649.3061,1.09532048985849e+16,-0.0639358324519512,21616.3657500801,5171932.04899867-108077.022583803i,5426.48482202869,0,0,5000
60,L2,2500,2.59645938374079e+15,-2.59645938343686e+15,39727619052.7186,1.09472568228833e+16,0.0458060482656161,21616.3657500802,-146503.891793963+480.706213473391i,22.393384508686,0,0,5000
60,L3,-5000,5.19675121178861e+15,5.19675121175279e+15,-19295687305.6143,4.38211893974043e+16,-0.0163866720078074,21616.3657500801,24236671.8302695+131648.938307886i,5426.48482202869,0,0,5000
75,L1,1294.0952255126,1.34474230575437e+15,-1.34474230556802e+15,22387224052.5726,2.93491758322054e+15,-0.011790450394985,21616.3657500801,1385981.21055482-28928.0294510026i,5426.48482202869,0,0,5000
75,L2,3535.53390593274,3.67199868759375e+15,-3.67199868590727e+15,111290338452.581,2.18951172238531e+16,0.228514418391279,21616.3657500802,-293023.232593875+971.710069049174i,22.393384508686,0,0,5000
75,L3,-4829.62913144534,5.01972981121791e+15,5.01972981116191e+15,-23710921600.7034,4.08865999542156e+16,-0.122693338094065,21616.3657500801,22614278.3971948+122738.218079864i,5426.48482202869,0,0,5000
90,L1,0,101452467.899182,-101452439.221012,76281.986693222,0.284937267479706,-1.11854188564731e-16,21616.3657500801,-3.44390238564426+0.000462973711876608i,5426.48482202869,0,0,5000
90,L2,4330.12701892219,4.4972243098591e+15,-4.49722430979026e+15,24883361932.9507,3.28421317705075e+16,0.00114263848273918,21616.3657500802,-439482.865466517+1434.29354334579i,22.393384508686,0,0,5000
90,L3,-4330.12701892219,4.50055327290234e+15,4.5005532727974e+15,-30733646893.0798,3.28663996902453e+16,0.0299576468247339,21616.3657500801,18179156.9480614+98650.2474583272i,5426.48482202869,0,0,5000
